CountryCode,SeriesCode,DESCRIPTION
"URY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"URY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"URY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"URY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"USA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"USA","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"USA","SP.DYN.CDRT.IN","Data source: National Center for Health Statistics, U.S. Census Bureau"
"USA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"USA","SP.DYN.TFRT.IN","Data source: National Center for Health Statistics"
"USA","SP.DYN.LE00.FE.IN","Data source: National Center for Health Statistics"
"USA","SG.GEN.PARL.ZS","The total refers to all voting members of the House."
"USA","SP.POP.TOTL","Data source: U.S. Census Bureau"
"USA","SH.MMR.LEVE","Unpaid parental leave is available."
"USA","SP.DYN.CBRT.IN","Data source: National Center for Health Statistics, U.S. Census Bureau"
"USA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"USA","IT.NET.USER.ZS","Federal Communications Commission (FCC)."
"USA","SP.DYN.LE00.MA.IN","Data source: National Center for Health Statistics"
"UZB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"UZB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"UZB","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"UZB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"UZB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"UZB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"UZB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"UZB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"UZB","IT.NET.USER.ZS","Communication and Information Agency of Uzbekistan."
"UZB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"UZB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"UZB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VCT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"VCT","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"VCT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VCT","IT.NET.USER.ZS","Cable & Wireless (West Indies) Ltd. (C&W). National Telecommunications Regulatory Comission."
"VCT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"VCT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"VEN","NY.GNP.PCAP.CD","Based on official exchange rates."
"VEN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"VEN","IT.NET.USER.ZS","Comisión Nacional de Telecomunicaciones (CONATEL)."
"VEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"VEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"VEN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"VEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"VEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"VEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VEN","SG.GEN.PARL.ZS","On 25 August 1999, the Constituent Assembly elected on 25 July adopted a dercree putting the bicameral Congress on indefinite recess"
"VEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"VEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"VGB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"VGB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VGB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"VGB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"VIR","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects"
"VIR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"VIR","IT.NET.USER.ZS","Virgin Islands Telephone Corporation (Vitelco)."
"VIR","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects"
"VIR","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau"
"VIR","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau"
"VIR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VIR","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects"
"VIR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VIR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"VIR","SP.POP.TOTL","Data source: U.S. Census Bureau, United Nations Population and Vital Statistics Report"
"VNM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"VNM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"VNM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"VNM","IT.NET.USER.ZS","Vietnam Post & Telecommunications Corp. (VNPT). From 2004. Ministry of Posts and Telematics (MPT)."
"VNM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"VNM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VNM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"VNM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"VNM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"VNM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"VNM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"VUT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"VUT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"VUT","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"VUT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"VUT","IT.NET.USER.ZS","Telecom Vanuatu Limited. Office of the Vanuatu Telecom Regulator."
"VUT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"WLD","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"WLD","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"WSM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"WSM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"WSM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"WSM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"WSM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"WSM","IT.NET.USER.ZS","Samoa Communications Ltd.. Ministry of Communications and Information Technology."
"XKX","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"XKX","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"XKX","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"XKX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"XKX","SP.POP.TOTL","Data source: Kosovo Agency of Statistics, United Nations World Population Prospects"
"XKX","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"XKX","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"XKX","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"XKX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"XKX","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"YEM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"YEM","IT.NET.USER.ZS","Yemen International Telecommunications Company. From 2000-2002: Ministry of Communications. From 2003: Ministry of Telecommunications and Information Technology."
"YEM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"YEM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"YEM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"ZAF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"ZAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ZAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"ZAF","SG.GEN.PARL.ZS","The figures for 1999-2017 on the distribution of seats do not include the 36 special rotating delegates appointed on an ad hoc basis, and all percentages given are therefore calculated on the basis of the 54 permanent seats."
"ZAF","IT.NET.USER.ZS","Telkom SA Limited (Telkom). From 2001: Independent Communications Authority of South Africa (ICASA)."
"ZAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"ZAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ZMB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"ZMB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"ZMB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"ZMB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"ZMB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
